nodelist,protein_product_zinc,
388389,4.14E-10,
51422,4.13E-10,
10670,4.13E-10,
51162,4.13E-10,
27302,4.13E-10,
190,4.12E-10,
64506,4.12E-10,
2042,4.11E-10,
10056,4.11E-10,
54874,4.11E-10,
8544,4.11E-10,
23203,4.11E-10,
84166,4.10E-10,
8148,4.10E-10,
2074,4.10E-10,
5660,4.10E-10,
5268,4.10E-10,
2040,4.09E-10,
8986,4.09E-10,
728358,4.09E-10,
164656,4.09E-10,
1130,4.09E-10,
871,4.09E-10,
23322,4.08E-10,
8907,4.08E-10,
5971,4.08E-10,
5700,4.08E-10,
3032,4.08E-10,
54414,4.08E-10,
3356,4.08E-10,
5605,4.08E-10,
9529,4.08E-10,
9861,4.07E-10,
123720,4.07E-10,
54487,4.07E-10,
10140,4.07E-10,
23380,4.07E-10,
5314,4.06E-10,
22872,4.06E-10,
11149,4.06E-10,
23112,4.05E-10,
7094,4.05E-10,
140885,4.05E-10,
83547,4.04E-10,
7264,4.04E-10,
5174,4.04E-10,
55602,4.03E-10,
10713,4.03E-10,
23171,4.03E-10,
4929,4.02E-10,
23135,4.02E-10,
140823,4.02E-10,
5431,4.01E-10,
55270,4.01E-10,
58490,4.01E-10,
7297,4.01E-10,
3796,4.00E-10,
27043,4.00E-10,
10445,4.00E-10,
4952,4.00E-10,
83939,4.00E-10,
5446,4.00E-10,
3170,3.99E-10,
4312,3.99E-10,
3570,3.98E-10,
23350,3.98E-10,
3490,3.98E-10,
10715,3.98E-10,
5140,3.98E-10,
284217,3.97E-10,
6881,3.97E-10,
406,3.97E-10,
8893,3.97E-10,
79068,3.97E-10,
10458,3.97E-10,
51493,3.96E-10,
55920,3.96E-10,
114971,3.96E-10,
3351,3.96E-10,
8218,3.96E-10,
27159,3.95E-10,
170692,3.95E-10,
2626,3.95E-10,
64601,3.95E-10,
8260,3.94E-10,
54496,3.94E-10,
23070,3.94E-10,
23180,3.94E-10,
8204,3.94E-10,
1910,3.93E-10,
51160,3.93E-10,
23528,3.93E-10,
11249,3.92E-10,
79968,3.92E-10,
81876,3.92E-10,
4613,3.92E-10,
84619,3.92E-10,
10457,3.92E-10,
11074,3.92E-10,
79650,3.91E-10,
3306,3.90E-10,
51150,3.90E-10,
3753,3.90E-10,
238,3.90E-10,
6944,3.90E-10,
5356,3.89E-10,
5589,3.89E-10,
79027,3.89E-10,
5713,3.89E-10,
5878,3.89E-10,
26249,3.89E-10,
9793,3.89E-10,
5627,3.88E-10,
441531,3.88E-10,
5872,3.88E-10,
80755,3.88E-10,
93986,3.88E-10,
406930,3.88E-10,
6594,3.87E-10,
23542,3.87E-10,
8352,3.87E-10,
8216,3.87E-10,
56998,3.87E-10,
406903,3.87E-10,
683,3.86E-10,
114769,3.86E-10,
6637,3.86E-10,
2512,3.86E-10,
9093,3.85E-10,
311,3.85E-10,
55872,3.85E-10,
837,3.85E-10,
29957,3.84E-10,
6505,3.84E-10,
5358,3.84E-10,
8660,3.83E-10,
9757,3.83E-10,
4522,3.83E-10,
8553,3.83E-10,
9846,3.83E-10,
144108,3.83E-10,
10055,3.82E-10,
2217,3.82E-10,
6161,3.82E-10,
7903,3.81E-10,
9351,3.81E-10,
10600,3.81E-10,
9282,3.81E-10,
3491,3.80E-10,
6197,3.80E-10,
11184,3.80E-10,
10116,3.80E-10,
10109,3.80E-10,
2633,3.80E-10,
79031,3.79E-10,
6768,3.79E-10,
7041,3.79E-10,
10011,3.78E-10,
23429,3.78E-10,
217,3.78E-10,
9891,3.78E-10,
84661,3.77E-10,
10249,3.77E-10,
64753,3.77E-10,
3839,3.77E-10,
5224,3.77E-10,
57473,3.77E-10,
3934,3.76E-10,
26517,3.76E-10,
1141,3.76E-10,
10294,3.76E-10,
51520,3.76E-10,
3156,3.76E-10,
2889,3.75E-10,
3998,3.75E-10,
5972,3.75E-10,
1234,3.75E-10,
8411,3.74E-10,
2961,3.74E-10,
10755,3.74E-10,
22994,3.74E-10,
5310,3.72E-10,
54585,3.72E-10,
4294,3.72E-10,
4697,3.72E-10,
7965,3.72E-10,
8074,3.72E-10,
5653,3.72E-10,
22925,3.72E-10,
80005,3.72E-10,
148811,3.71E-10,
64858,3.71E-10,
79026,3.71E-10,
7405,3.71E-10,
1880,3.71E-10,
6400,3.71E-10,
8189,3.70E-10,
1285,3.70E-10,
2289,3.70E-10,
56647,3.70E-10,
23118,3.70E-10,
192670,3.70E-10,
5836,3.69E-10,
51755,3.69E-10,
8061,3.69E-10,
114571,3.68E-10,
51504,3.68E-10,
64975,3.68E-10,
2687,3.68E-10,
29924,3.68E-10,
50813,3.68E-10,
57017,3.67E-10,
4331,3.67E-10,
8085,3.67E-10,
10130,3.67E-10,
8029,3.67E-10,
81857,3.66E-10,
50848,3.66E-10,
8295,3.66E-10,
389,3.66E-10,
5774,3.66E-10,
92609,3.66E-10,
10296,3.66E-10,
201595,3.66E-10,
84062,3.65E-10,
141,3.65E-10,
8356,3.65E-10,
4800,3.65E-10,
2140,3.65E-10,
80125,3.65E-10,
1058,3.64E-10,
23705,3.64E-10,
3202,3.64E-10,
3316,3.64E-10,
6818,3.64E-10,
2220,3.64E-10,
8405,3.63E-10,
57448,3.62E-10,
1434,3.62E-10,
282618,3.62E-10,
10382,3.61E-10,
3889,3.61E-10,
8506,3.61E-10,
60528,3.60E-10,
3014,3.60E-10,
56829,3.60E-10,
3936,3.60E-10,
23569,3.59E-10,
10979,3.59E-10,
9859,3.59E-10,
1054,3.59E-10,
2683,3.59E-10,
27335,3.59E-10,
3739,3.59E-10,
25764,3.59E-10,
79618,3.59E-10,
10845,3.59E-10,
22803,3.59E-10,
9638,3.59E-10,
221074,3.58E-10,
55719,3.58E-10,
8396,3.58E-10,
54413,3.58E-10,
406952,3.58E-10,
3912,3.58E-10,
26019,3.58E-10,
4216,3.57E-10,
10289,3.57E-10,
994,3.57E-10,
163590,3.57E-10,
7126,3.57E-10,
387893,3.57E-10,
23274,3.57E-10,
9927,3.57E-10,
25842,3.56E-10,
4628,3.56E-10,
3915,3.56E-10,
5899,3.56E-10,
993,3.55E-10,
79178,3.55E-10,
112744,3.55E-10,
6469,3.55E-10,
79977,3.55E-10,
85409,3.55E-10,
5516,3.54E-10,
201161,3.54E-10,
2963,3.54E-10,
56477,3.54E-10,
51466,3.54E-10,
4093,3.54E-10,
5152,3.54E-10,
51202,3.53E-10,
11064,3.53E-10,
6403,3.53E-10,
51594,3.53E-10,
57761,3.53E-10,
64219,3.53E-10,
9476,3.53E-10,
8567,3.52E-10,
767,3.52E-10,
4330,3.52E-10,
6812,3.52E-10,
1543,3.52E-10,
3437,3.52E-10,
6773,3.52E-10,
80700,3.51E-10,
51121,3.51E-10,
10040,3.51E-10,
6483,3.51E-10,
81603,3.51E-10,
94081,3.51E-10,
54708,3.50E-10,
26276,3.50E-10,
27165,3.50E-10,
506,3.50E-10,
56259,3.50E-10,
2312,3.49E-10,
5789,3.49E-10,
4719,3.48E-10,
1806,3.48E-10,
10540,3.48E-10,
117854,3.48E-10,
6484,3.48E-10,
23417,3.48E-10,
27101,3.48E-10,
60485,3.47E-10,
84844,3.47E-10,
51719,3.47E-10,
6776,3.47E-10,
2186,3.47E-10,
406996,3.47E-10,
7780,3.46E-10,
11243,3.46E-10,
51073,3.46E-10,
5445,3.45E-10,
140462,3.45E-10,
58487,3.45E-10,
6996,3.44E-10,
7508,3.44E-10,
10910,3.44E-10,
1788,3.44E-10,
10730,3.44E-10,
84128,3.44E-10,
51191,3.43E-10,
7133,3.43E-10,
7019,3.43E-10,
191,3.43E-10,
8663,3.43E-10,
55811,3.42E-10,
94103,3.42E-10,
10094,3.42E-10,
26097,3.42E-10,
4191,3.42E-10,
1670,3.41E-10,
129807,3.41E-10,
4323,3.41E-10,
64795,3.41E-10,
7703,3.40E-10,
2976,3.40E-10,
8751,3.40E-10,
79983,3.40E-10,
80314,3.40E-10,
132320,3.40E-10,
23295,3.40E-10,
204,3.40E-10,
8879,3.40E-10,
10915,3.40E-10,
55159,3.39E-10,
6299,3.39E-10,
51085,3.39E-10,
3741,3.39E-10,
8370,3.39E-10,
5683,3.38E-10,
100293534,3.38E-10,
83878,3.38E-10,
5253,3.38E-10,
2002,3.38E-10,
6938,3.37E-10,
51512,3.37E-10,
8886,3.37E-10,
9554,3.37E-10,
10188,3.36E-10,
7871,3.36E-10,
55577,3.36E-10,
4097,3.36E-10,
54567,3.36E-10,
1690,3.36E-10,
59067,3.35E-10,
7450,3.35E-10,
9618,3.35E-10,
5426,3.35E-10,
6311,3.34E-10,
4624,3.34E-10,
929,3.34E-10,
189,3.34E-10,
78986,3.34E-10,
8431,3.34E-10,
10588,3.34E-10,
2122,3.33E-10,
829,3.33E-10,
826,3.33E-10,
623,3.32E-10,
47,3.32E-10,
55127,3.32E-10,
9702,3.32E-10,
9412,3.32E-10,
990,3.31E-10,
7975,3.31E-10,
79705,3.30E-10,
10523,3.30E-10,
7385,3.30E-10,
11011,3.29E-10,
2290,3.29E-10,
10051,3.29E-10,
81610,3.29E-10,
158880,3.29E-10,
5930,3.28E-10,
55333,3.28E-10,
8349,3.28E-10,
9255,3.27E-10,
25999,3.27E-10,
3683,3.27E-10,
23168,3.26E-10,
11252,3.26E-10,
119,3.26E-10,
94121,3.26E-10,
146540,3.26E-10,
754,3.26E-10,
1286,3.26E-10,
55636,3.26E-10,
10565,3.26E-10,
10054,3.26E-10,
9344,3.25E-10,
90507,3.25E-10,
60488,3.25E-10,
4316,3.24E-10,
29102,3.24E-10,
57542,3.24E-10,
1826,3.24E-10,
406929,3.23E-10,
6603,3.23E-10,
1028,3.23E-10,
54625,3.23E-10,
406889,3.23E-10,
2027,3.23E-10,
80152,3.23E-10,
81567,3.23E-10,
2617,3.23E-10,
383,3.22E-10,
27327,3.22E-10,
54472,3.22E-10,
23741,3.22E-10,
10484,3.21E-10,
113246,3.21E-10,
54682,3.21E-10,
10787,3.21E-10,
29914,3.21E-10,
23404,3.21E-10,
26259,3.21E-10,
10562,3.21E-10,
8631,3.21E-10,
100996939,3.20E-10,
8034,3.20E-10,
2202,3.20E-10,
65110,3.20E-10,
5862,3.20E-10,
6121,3.20E-10,
4173,3.19E-10,
4236,3.19E-10,
55284,3.19E-10,
2114,3.19E-10,
10763,3.19E-10,
6564,3.19E-10,
79643,3.19E-10,
6573,3.19E-10,
5704,3.19E-10,
5127,3.19E-10,
51283,3.19E-10,
5271,3.19E-10,
10468,3.18E-10,
6192,3.18E-10,
130399,3.18E-10,
9223,3.18E-10,
79132,3.18E-10,
995,3.18E-10,
8045,3.17E-10,
4983,3.17E-10,
51133,3.17E-10,
182,3.17E-10,
2271,3.17E-10,
10394,3.17E-10,
332,3.16E-10,
8359,3.16E-10,
9170,3.16E-10,
406888,3.16E-10,
92597,3.16E-10,
3977,3.16E-10,
8115,3.16E-10,
57819,3.16E-10,
2193,3.16E-10,
8943,3.15E-10,
9402,3.15E-10,
25896,3.15E-10,
6414,3.15E-10,
79738,3.15E-10,
23788,3.14E-10,
247,3.14E-10,
140775,3.14E-10,
6871,3.14E-10,
221937,3.14E-10,
124245,3.13E-10,
831,3.13E-10,
4250,3.13E-10,
10550,3.13E-10,
55226,3.13E-10,
1140,3.13E-10,
9601,3.12E-10,
51451,3.12E-10,
5393,3.12E-10,
8353,3.11E-10,
6883,3.11E-10,
4308,3.11E-10,
2768,3.11E-10,
3799,3.11E-10,
89795,3.11E-10,
54836,3.11E-10,
23607,3.10E-10,
6907,3.10E-10,
1973,3.10E-10,
11213,3.10E-10,
5532,3.10E-10,
22826,3.10E-10,
149371,3.10E-10,
114928,3.10E-10,
65267,3.09E-10,
5797,3.09E-10,
23198,3.09E-10,
8773,3.09E-10,
122970,3.09E-10,
51297,3.09E-10,
55968,3.09E-10,
8968,3.08E-10,
6491,3.08E-10,
2896,3.08E-10,
7096,3.08E-10,
6507,3.07E-10,
5321,3.07E-10,
1290,3.07E-10,
51107,3.07E-10,
10974,3.07E-10,
8368,3.07E-10,
80705,3.07E-10,
8519,3.06E-10,
4259,3.06E-10,
8174,3.06E-10,
8844,3.06E-10,
11285,3.06E-10,
79892,3.05E-10,
30851,3.05E-10,
22920,3.05E-10,
22832,3.05E-10,
10114,3.05E-10,
8362,3.05E-10,
8364,3.05E-10,
8365,3.05E-10,
8367,3.05E-10,
8294,3.05E-10,
8366,3.05E-10,
8360,3.05E-10,
8363,3.05E-10,
554313,3.05E-10,
6584,3.05E-10,
10063,3.05E-10,
5049,3.04E-10,
9705,3.04E-10,
917,3.04E-10,
11337,3.04E-10,
5134,3.04E-10,
9987,3.04E-10,
30833,3.03E-10,
79102,3.03E-10,
9894,3.03E-10,
6745,3.03E-10,
1440,3.03E-10,
63898,3.03E-10,
83933,3.02E-10,
221,3.02E-10,
2549,3.02E-10,
23304,3.02E-10,
1469,3.02E-10,
54795,3.01E-10,
7171,3.01E-10,
5742,3.01E-10,
51386,3.01E-10,
3612,3.01E-10,
25962,3.00E-10,
55790,3.00E-10,
29098,3.00E-10,
9639,3.00E-10,
8358,3.00E-10,
8355,3.00E-10,
8354,3.00E-10,
8351,3.00E-10,
8357,3.00E-10,
6286,2.99E-10,
868,2.99E-10,
114990,2.99E-10,
51649,2.99E-10,
6888,2.98E-10,
7072,2.98E-10,
5524,2.98E-10,
200081,2.98E-10,
3182,2.97E-10,
10120,2.97E-10,
2962,2.97E-10,
7179,2.97E-10,
22894,2.97E-10,
475,2.97E-10,
984,2.97E-10,
1674,2.97E-10,
84271,2.97E-10,
54206,2.96E-10,
29760,2.96E-10,
8723,2.96E-10,
9994,2.96E-10,
10951,2.96E-10,
2317,2.96E-10,
10672,2.96E-10,
53,2.95E-10,
3310,2.95E-10,
705,2.95E-10,
9500,2.95E-10,
388,2.95E-10,
5439,2.94E-10,
57717,2.94E-10,
8621,2.94E-10,
4968,2.94E-10,
79598,2.94E-10,
5308,2.94E-10,
151,2.94E-10,
3856,2.93E-10,
7480,2.93E-10,
7003,2.93E-10,
11194,2.93E-10,
9446,2.93E-10,
5686,2.93E-10,
96459,2.93E-10,
3884,2.93E-10,
5870,2.92E-10,
89870,2.92E-10,
9031,2.92E-10,
6607,2.92E-10,
4867,2.92E-10,
54434,2.92E-10,
1576,2.91E-10,
6815,2.91E-10,
22861,2.91E-10,
23650,2.91E-10,
81573,2.91E-10,
728378,2.90E-10,
7432,2.90E-10,
4641,2.90E-10,
1327,2.89E-10,
27242,2.89E-10,
2956,2.89E-10,
5743,2.89E-10,
9213,2.89E-10,
5008,2.88E-10,
200315,2.88E-10,
406916,2.88E-10,
51187,2.88E-10,
27152,2.88E-10,
51479,2.88E-10,
7105,2.87E-10,
80351,2.87E-10,
1235,2.87E-10,
10083,2.87E-10,
4729,2.87E-10,
4809,2.87E-10,
728937,2.86E-10,
22876,2.86E-10,
221927,2.86E-10,
10475,2.86E-10,
8087,2.86E-10,
5089,2.86E-10,
1652,2.86E-10,
116985,2.86E-10,
8812,2.86E-10,
59339,2.85E-10,
2108,2.85E-10,
29105,2.85E-10,
93487,2.85E-10,
5528,2.85E-10,
23549,2.84E-10,
25946,2.84E-10,
54433,2.84E-10,
3927,2.84E-10,
23213,2.83E-10,
9862,2.83E-10,
28989,2.83E-10,
221120,2.83E-10,
6230,2.83E-10,
4209,2.83E-10,
732272,2.83E-10,
11130,2.83E-10,
23645,2.83E-10,
5892,2.83E-10,
22984,2.83E-10,
582,2.83E-10,
79971,2.83E-10,
10775,2.83E-10,
25831,2.82E-10,
84300,2.82E-10,
8912,2.82E-10,
286053,2.82E-10,
666,2.82E-10,
92714,2.82E-10,
1501,2.82E-10,
79654,2.82E-10,
9125,2.82E-10,
65266,2.82E-10,
64216,2.81E-10,
4072,2.81E-10,
64969,2.81E-10,
5985,2.81E-10,
6453,2.81E-10,
375,2.80E-10,
114876,2.80E-10,
9231,2.80E-10,
64708,2.80E-10,
23673,2.80E-10,
55746,2.80E-10,
5243,2.80E-10,
10962,2.80E-10,
3742,2.79E-10,
128869,2.79E-10,
56341,2.79E-10,
5304,2.79E-10,
3552,2.79E-10,
7857,2.79E-10,
51,2.79E-10,
2109,2.79E-10,
4105,2.79E-10,
3850,2.79E-10,
80347,2.78E-10,
10092,2.78E-10,
5576,2.78E-10,
10808,2.77E-10,
7265,2.77E-10,
4907,2.77E-10,
5828,2.77E-10,
6327,2.77E-10,
147372,2.77E-10,
1114,2.77E-10,
4257,2.77E-10,
5305,2.77E-10,
1307,2.77E-10,
406915,2.76E-10,
4289,2.76E-10,
7155,2.76E-10,
83548,2.76E-10,
55125,2.76E-10,
551,2.75E-10,
8932,2.75E-10,
55795,2.75E-10,
727738,2.75E-10,
4261,2.75E-10,
5707,2.74E-10,
131474,2.74E-10,
9704,2.74E-10,
5552,2.74E-10,
55937,2.74E-10,
64798,2.74E-10,
373156,2.74E-10,
51142,2.74E-10,
55036,2.74E-10,
57674,2.73E-10,
90268,2.73E-10,
10795,2.73E-10,
4745,2.72E-10,
27089,2.72E-10,
5693,2.72E-10,
23293,2.72E-10,
6009,2.72E-10,
55845,2.71E-10,
84142,2.71E-10,
10491,2.71E-10,
63979,2.71E-10,
7984,2.70E-10,
1892,2.70E-10,
27122,2.70E-10,
6576,2.70E-10,
84324,2.70E-10,
889,2.69E-10,
51550,2.69E-10,
25940,2.69E-10,
10652,2.69E-10,
55367,2.69E-10,
8813,2.69E-10,
9425,2.69E-10,
5714,2.68E-10,
2028,2.68E-10,
10939,2.68E-10,
6890,2.68E-10,
1716,2.68E-10,
440738,2.68E-10,
2873,2.68E-10,
51534,2.68E-10,
2045,2.68E-10,
1687,2.67E-10,
1315,2.67E-10,
117246,2.67E-10,
9666,2.67E-10,
5934,2.67E-10,
29844,2.67E-10,
23408,2.66E-10,
1846,2.66E-10,
56990,2.66E-10,
26994,2.66E-10,
101,2.66E-10,
23178,2.66E-10,
230,2.65E-10,
2079,2.65E-10,
23246,2.65E-10,
57599,2.65E-10,
4597,2.65E-10,
374,2.65E-10,
66036,2.65E-10,
140290,2.65E-10,
161742,2.65E-10,
5214,2.65E-10,
84872,2.64E-10,
23039,2.64E-10,
5565,2.64E-10,
9372,2.64E-10,
9179,2.64E-10,
1374,2.64E-10,
55512,2.64E-10,
51003,2.64E-10,
9276,2.63E-10,
84962,2.63E-10,
9777,2.63E-10,
8842,2.63E-10,
4157,2.63E-10,
29947,2.63E-10,
9738,2.63E-10,
529,2.63E-10,
81853,2.63E-10,
2551,2.63E-10,
204851,2.63E-10,
6857,2.63E-10,
10316,2.63E-10,
9644,2.63E-10,
10993,2.62E-10,
11117,2.62E-10,
23515,2.62E-10,
10923,2.62E-10,
79734,2.62E-10,
3783,2.61E-10,
6891,2.61E-10,
6788,2.61E-10,
54431,2.61E-10,
8520,2.61E-10,
1633,2.61E-10,
1719,2.60E-10,
84248,2.60E-10,
25929,2.60E-10,
26284,2.60E-10,
5087,2.60E-10,
3656,2.60E-10,
2898,2.59E-10,
5983,2.59E-10,
57498,2.59E-10,
10025,2.59E-10,
10461,2.59E-10,
79797,2.59E-10,
4705,2.58E-10,
79058,2.58E-10,
51374,2.58E-10,
10270,2.58E-10,
22905,2.58E-10,
23369,2.58E-10,
79944,2.57E-10,
22918,2.57E-10,
4521,2.57E-10,
9409,2.57E-10,
252983,2.57E-10,
55454,2.56E-10,
56983,2.56E-10,
4004,2.56E-10,
10537,2.56E-10,
51284,2.56E-10,
9507,2.56E-10,
26168,2.56E-10,
84669,2.56E-10,
7775,2.55E-10,
54938,2.55E-10,
9559,2.55E-10,
9141,2.55E-10,
429,2.55E-10,
55090,2.55E-10,
5525,2.55E-10,
81704,2.55E-10,
11214,2.54E-10,
6242,2.54E-10,
9306,2.54E-10,
27076,2.54E-10,
6804,2.54E-10,
55163,2.54E-10,
23641,2.54E-10,
48,2.54E-10,
11316,2.54E-10,
3835,2.54E-10,
161882,2.54E-10,
1406,2.54E-10,
64146,2.53E-10,
1500,2.53E-10,
5800,2.53E-10,
51025,2.53E-10,
84987,2.53E-10,
25923,2.53E-10,
5467,2.53E-10,
5757,2.53E-10,
2782,2.53E-10,
4358,2.53E-10,
112858,2.53E-10,
23172,2.53E-10,
2155,2.52E-10,
10606,2.52E-10,
5069,2.52E-10,
84936,2.52E-10,
8856,2.52E-10,
23414,2.52E-10,
7335,2.52E-10,
6786,2.52E-10,
54820,2.51E-10,
23201,2.51E-10,
22853,2.51E-10,
5733,2.51E-10,
2947,2.51E-10,
283489,2.51E-10,
7403,2.50E-10,
55450,2.50E-10,
5893,2.50E-10,
8487,2.50E-10,
64960,2.50E-10,
6809,2.50E-10,
23279,2.50E-10,
1659,2.50E-10,
65993,2.50E-10,
89953,2.50E-10,
6935,2.49E-10,
10410,2.49E-10,
1203,2.49E-10,
58533,2.49E-10,
400916,2.49E-10,
9737,2.49E-10,
25886,2.49E-10,
4014,2.49E-10,
91147,2.49E-10,
10380,2.49E-10,
10847,2.48E-10,
51444,2.48E-10,
4642,2.48E-10,
2318,2.48E-10,
10666,2.48E-10,
11006,2.48E-10,
54557,2.48E-10,
3484,2.48E-10,
3550,2.47E-10,
23046,2.47E-10,
51663,2.47E-10,
81488,2.47E-10,
2037,2.47E-10,
3708,2.46E-10,
64682,2.46E-10,
23239,2.46E-10,
23140,2.46E-10,
8936,2.46E-10,
5869,2.46E-10,
10267,2.46E-10,
10021,2.46E-10,
51116,2.46E-10,
9246,2.45E-10,
5449,2.45E-10,
6275,2.45E-10,
6878,2.45E-10,
23086,2.45E-10,
84188,2.45E-10,
26608,2.45E-10,
2743,2.45E-10,
79109,2.45E-10,
1176,2.45E-10,
1791,2.45E-10,
2195,2.45E-10,
10981,2.45E-10,
23310,2.45E-10,
2958,2.45E-10,
30000,2.44E-10,
4884,2.44E-10,
6898,2.44E-10,
4090,2.44E-10,
8851,2.44E-10,
1891,2.44E-10,
79012,2.44E-10,
1946,2.44E-10,
3614,2.44E-10,
23787,2.44E-10,
284359,2.44E-10,
1380,2.44E-10,
23317,2.44E-10,
2902,2.44E-10,
8409,2.43E-10,
5706,2.43E-10,
55128,2.43E-10,
2736,2.43E-10,
9290,2.43E-10,
4301,2.43E-10,
8897,2.43E-10,
2651,2.42E-10,
51141,2.42E-10,
55432,2.42E-10,
5436,2.42E-10,
1196,2.42E-10,
22926,2.42E-10,
259266,2.42E-10,
50964,2.42E-10,
27332,2.41E-10,
6876,2.41E-10,
940,2.41E-10,
1877,2.41E-10,
4779,2.41E-10,
4211,2.41E-10,
22893,2.41E-10,
51433,2.41E-10,
104,2.41E-10,
23399,2.41E-10,
89796,2.41E-10,
2300,2.40E-10,
642,2.40E-10,
29085,2.40E-10,
84140,2.40E-10,
64223,2.40E-10,
5055,2.40E-10,
5689,2.40E-10,
10499,2.40E-10,
51465,2.40E-10,
7148,2.40E-10,
22843,2.40E-10,
10228,2.40E-10,
27340,2.39E-10,
4058,2.39E-10,
2946,2.39E-10,
10658,2.39E-10,
6185,2.38E-10,
2057,2.38E-10,
6693,2.38E-10,
57733,2.38E-10,
55215,2.38E-10,
5645,2.37E-10,
79075,2.37E-10,
3045,2.37E-10,
574032,2.37E-10,
1292,2.37E-10,
1645,2.37E-10,
271,2.36E-10,
9410,2.36E-10,
28976,2.36E-10,
8894,2.36E-10,
29890,2.36E-10,
8566,2.36E-10,
27040,2.36E-10,
29066,2.36E-10,
2965,2.36E-10,
571,2.36E-10,
1048,2.35E-10,
162,2.35E-10,
6643,2.35E-10,
8493,2.35E-10,
29843,2.35E-10,
55157,2.35E-10,
5982,2.35E-10,
9833,2.35E-10,
9448,2.34E-10,
55754,2.34E-10,
1326,2.34E-10,
161291,2.34E-10,
9712,2.34E-10,
10204,2.34E-10,
79609,2.33E-10,
11001,2.33E-10,
9847,2.33E-10,
23534,2.33E-10,
5898,2.33E-10,
23049,2.33E-10,
9320,2.32E-10,
90060,2.32E-10,
391257,2.32E-10,
222235,2.32E-10,
23303,2.32E-10,
84197,2.32E-10,
9329,2.32E-10,
479,2.32E-10,
7555,2.32E-10,
57505,2.31E-10,
253943,2.31E-10,
23286,2.31E-10,
1874,2.31E-10,
80335,2.31E-10,
152816,2.31E-10,
23386,2.31E-10,
26053,2.30E-10,
51701,2.30E-10,
50485,2.30E-10,
27342,2.30E-10,
163033,2.30E-10,
6092,2.30E-10,
4600,2.30E-10,
3594,2.30E-10,
1725,2.30E-10,
6227,2.29E-10,
7511,2.29E-10,
5168,2.29E-10,
5965,2.29E-10,
84861,2.29E-10,
1848,2.29E-10,
6300,2.29E-10,
79072,2.29E-10,
5007,2.29E-10,
617,2.28E-10,
51002,2.28E-10,
51094,2.28E-10,
55210,2.28E-10,
64400,2.28E-10,
1441,2.28E-10,
64081,2.28E-10,
5902,2.27E-10,
5226,2.27E-10,
10970,2.27E-10,
8518,2.27E-10,
399511,2.27E-10,
79035,2.27E-10,
56923,2.27E-10,
753,2.26E-10,
144100,2.26E-10,
8471,2.26E-10,
9203,2.26E-10,
8892,2.26E-10,
11128,2.26E-10,
246,2.26E-10,
79718,2.26E-10,
1431,2.26E-10,
4782,2.25E-10,
23214,2.25E-10,
9493,2.25E-10,
25805,2.25E-10,
729230,2.25E-10,
9139,2.25E-10,
5153,2.25E-10,
54764,2.25E-10,
51164,2.24E-10,
128240,2.24E-10,
11244,2.24E-10,
898,2.24E-10,
8200,2.23E-10,
63929,2.23E-10,
112724,2.23E-10,
27023,2.23E-10,
50488,2.23E-10,
55738,2.23E-10,
523,2.23E-10,
23621,2.23E-10,
5269,2.22E-10,
126374,2.22E-10,
10901,2.22E-10,
55299,2.22E-10,
2200,2.22E-10,
3324,2.22E-10,
113251,2.22E-10,
2138,2.22E-10,
84335,2.22E-10,
24145,2.22E-10,
1760,2.22E-10,
85456,2.21E-10,
64376,2.21E-10,
147183,2.21E-10,
9135,2.21E-10,
57002,2.21E-10,
1999,2.20E-10,
54033,2.20E-10,
3660,2.20E-10,
8899,2.20E-10,
8676,2.20E-10,
8784,2.20E-10,
5331,2.20E-10,
8508,2.20E-10,
210,2.19E-10,
29121,2.19E-10,
4735,2.19E-10,
22913,2.19E-10,
140564,2.19E-10,
80762,2.19E-10,
3219,2.19E-10,
2131,2.19E-10,
23649,2.19E-10,
6173,2.19E-10,
57530,2.19E-10,
4507,2.18E-10,
84955,2.18E-10,
1717,2.18E-10,
64837,2.18E-10,
5756,2.18E-10,
6760,2.18E-10,
1585,2.18E-10,
10743,2.17E-10,
9879,2.17E-10,
390502,2.17E-10,
585,2.17E-10,
81628,2.17E-10,
7220,2.17E-10,
24140,2.17E-10,
51225,2.17E-10,
10712,2.17E-10,
9770,2.17E-10,
54840,2.17E-10,
2053,2.16E-10,
9491,2.16E-10,
84135,2.16E-10,
51021,2.16E-10,
54941,2.16E-10,
9289,2.16E-10,
130497,2.16E-10,
10465,2.16E-10,
113174,2.15E-10,
9265,2.15E-10,
6699,2.15E-10,
94097,2.15E-10,
26258,2.15E-10,
1472,2.15E-10,
8887,2.15E-10,
2874,2.15E-10,
78990,2.15E-10,
7173,2.14E-10,
92840,2.14E-10,
23710,2.14E-10,
8788,2.14E-10,
6660,2.14E-10,
374291,2.14E-10,
5718,2.14E-10,
26959,2.14E-10,
84817,2.14E-10,
28964,2.14E-10,
899,2.14E-10,
79158,2.13E-10,
79753,2.13E-10,
221496,2.13E-10,
8875,2.13E-10,
7188,2.13E-10,
7301,2.13E-10,
123872,2.13E-10,
3860,2.13E-10,
10693,2.13E-10,
79047,2.13E-10,
8027,2.13E-10,
1105,2.12E-10,
54910,2.12E-10,
8667,2.12E-10,
387934,2.12E-10,
25909,2.12E-10,
1611,2.12E-10,
51193,2.12E-10,
84888,2.12E-10,
843,2.12E-10,
7443,2.12E-10,
10648,2.11E-10,
83932,2.11E-10,
7941,2.11E-10,
