nodelist,protein_product_glut,
11174,1.14E-12,
63939,1.13E-12,
7592,1.13E-12,
23308,1.13E-12,
7873,1.12E-12,
493829,1.12E-12,
3604,1.12E-12,
81786,1.12E-12,
7571,1.12E-12,
7258,1.12E-12,
3885,1.12E-12,
23145,1.12E-12,
8884,1.11E-12,
54707,1.11E-12,
84251,1.11E-12,
84281,1.11E-12,
55150,1.11E-12,
79817,1.11E-12,
56895,1.11E-12,
144347,1.11E-12,
3268,1.11E-12,
5239,1.11E-12,
55088,1.11E-12,
8336,1.10E-12,
27030,1.10E-12,
25870,1.10E-12,
406892,1.10E-12,
10875,1.10E-12,
125111,1.10E-12,
286514,1.10E-12,
171169,1.10E-12,
2173,1.10E-12,
22903,1.10E-12,
83786,1.09E-12,
8288,1.09E-12,
64221,1.09E-12,
84298,1.09E-12,
57513,1.09E-12,
123920,1.09E-12,
135892,1.09E-12,
84890,1.09E-12,
54758,1.09E-12,
167127,1.08E-12,
11145,1.08E-12,
414149,1.08E-12,
132299,1.08E-12,
10085,1.08E-12,
6692,1.07E-12,
51559,1.07E-12,
57576,1.07E-12,
27147,1.07E-12,
60674,1.07E-12,
84681,1.07E-12,
55812,1.07E-12,
3814,1.07E-12,
57626,1.07E-12,
55280,1.07E-12,
3209,1.07E-12,
112942,1.07E-12,
79663,1.06E-12,
84280,1.06E-12,
27136,1.06E-12,
129450,1.06E-12,
27315,1.06E-12,
286204,1.06E-12,
91977,1.05E-12,
254251,1.05E-12,
116238,1.05E-12,
155100,1.05E-12,
643834,1.05E-12,
339366,1.05E-12,
26548,1.05E-12,
2774,1.05E-12,
10913,1.05E-12,
116931,1.05E-12,
81490,1.05E-12,
57165,1.05E-12,
55803,1.05E-12,
55900,1.04E-12,
51151,1.04E-12,
94122,1.04E-12,
92291,1.04E-12,
400714,1.04E-12,
388969,1.04E-12,
57224,1.04E-12,
10917,1.04E-12,
131177,1.03E-12,
146434,1.03E-12,
130026,1.03E-12,
91947,1.03E-12,
55208,1.03E-12,
80067,1.03E-12,
119710,1.03E-12,
7350,1.03E-12,
84807,1.03E-12,
10566,1.03E-12,
5961,1.03E-12,
388325,1.03E-12,
56956,1.02E-12,
339535,1.02E-12,
129080,1.02E-12,
55298,1.02E-12,
5283,1.02E-12,
29103,1.02E-12,
83657,1.02E-12,
252969,1.02E-12,
3118,1.02E-12,
10391,1.02E-12,
7177,1.02E-12,
93166,1.02E-12,
153657,1.01E-12,
400793,1.01E-12,
55374,1.01E-12,
286499,1.01E-12,
147991,1.01E-12,
22797,1.01E-12,
23082,1.01E-12,
1350,1.01E-12,
166336,1.01E-12,
727936,1.01E-12,
124401,1.01E-12,
126526,1.00E-12,
25876,1.00E-12,
387923,9.98E-13,
27153,9.98E-13,
163859,9.96E-13,
148109,9.93E-13,
100534599,9.92E-13,
55632,9.91E-13,
319101,9.91E-13,
56105,9.90E-13,
128439,9.83E-13,
80228,9.83E-13,
140456,9.81E-13,
79098,9.80E-13,
3048,9.80E-13,
57645,9.77E-13,
3112,9.76E-13,
51555,9.76E-13,
151246,9.75E-13,
130162,9.75E-13,
56675,9.74E-13,
50846,9.73E-13,
441521,9.73E-13,
1953,9.72E-13,
80168,9.72E-13,
79725,9.71E-13,
50615,9.70E-13,
3495,9.69E-13,
94025,9.68E-13,
220963,9.67E-13,
55687,9.67E-13,
84460,9.65E-13,
154043,9.65E-13,
1293,9.63E-13,
8714,9.63E-13,
221294,9.62E-13,
3682,9.61E-13,
64651,9.60E-13,
202333,9.59E-13,
7485,9.58E-13,
63970,9.56E-13,
23585,9.55E-13,
3236,9.54E-13,
10791,9.53E-13,
84944,9.52E-13,
147744,9.52E-13,
55176,9.52E-13,
9312,9.51E-13,
6759,9.51E-13,
125488,9.50E-13,
139067,9.50E-13,
55830,9.48E-13,
8620,9.45E-13,
84103,9.45E-13,
79095,9.43E-13,
5509,9.43E-13,
23272,9.42E-13,
3765,9.42E-13,
29970,9.41E-13,
92106,9.40E-13,
4973,9.39E-13,
27290,9.39E-13,
29901,9.37E-13,
9985,9.36E-13,
90007,9.36E-13,
139599,9.35E-13,
3363,9.34E-13,
85479,9.33E-13,
25911,9.33E-13,
116984,9.31E-13,
55151,9.29E-13,
1903,9.27E-13,
79856,9.27E-13,
64789,9.25E-13,
10716,9.23E-13,
55286,9.23E-13,
84455,9.23E-13,
57624,9.22E-13,
9933,9.22E-13,
200909,9.21E-13,
203427,9.18E-13,
1519,9.17E-13,
4886,9.16E-13,
64843,9.16E-13,
254122,9.15E-13,
2713,9.14E-13,
3430,9.14E-13,
145165,9.11E-13,
144195,9.10E-13,
1361,9.08E-13,
57479,9.07E-13,
3195,9.07E-13,
431707,9.06E-13,
51409,9.06E-13,
9324,9.05E-13,
219670,9.05E-13,
26230,9.04E-13,
6343,9.03E-13,
50616,9.02E-13,
149483,9.02E-13,
55753,9.02E-13,
55296,9.00E-13,
440184,9.00E-13,
22850,8.99E-13,
716,8.99E-13,
63876,8.96E-13,
643246,8.96E-13,
135114,8.95E-13,
90861,8.95E-13,
10352,8.93E-13,
352954,8.93E-13,
136263,8.90E-13,
23762,8.90E-13,
9818,8.87E-13,
91368,8.84E-13,
57597,8.82E-13,
56834,8.81E-13,
148870,8.80E-13,
26034,8.80E-13,
80114,8.79E-13,
399761,8.77E-13,
83999,8.77E-13,
2526,8.75E-13,
23518,8.75E-13,
90459,8.72E-13,
80778,8.72E-13,
9487,8.72E-13,
57799,8.72E-13,
338398,8.71E-13,
57191,8.71E-13,
9069,8.71E-13,
909,8.71E-13,
51804,8.69E-13,
57404,8.69E-13,
2001,8.69E-13,
1443,8.68E-13,
8787,8.68E-13,
147837,8.68E-13,
84449,8.67E-13,
57134,8.66E-13,
11142,8.66E-13,
83446,8.64E-13,
150771,8.64E-13,
113201,8.63E-13,
26137,8.63E-13,
116349,8.62E-13,
83989,8.62E-13,
131965,8.61E-13,
51123,8.61E-13,
57700,8.60E-13,
2700,8.59E-13,
93010,8.59E-13,
56911,8.59E-13,
445328,8.58E-13,
401505,8.58E-13,
140738,8.58E-13,
55997,8.57E-13,
49855,8.57E-13,
1002,8.55E-13,
6746,8.55E-13,
84775,8.53E-13,
64901,8.48E-13,
57149,8.45E-13,
29799,8.45E-13,
27255,8.44E-13,
154075,8.43E-13,
51673,8.43E-13,
81794,8.42E-13,
55329,8.40E-13,
642559,8.39E-13,
170685,8.37E-13,
57707,8.36E-13,
126669,8.36E-13,
255394,8.34E-13,
9423,8.33E-13,
151473,8.32E-13,
125050,8.30E-13,
284611,8.29E-13,
10431,8.25E-13,
27201,8.24E-13,
54873,8.24E-13,
3026,8.23E-13,
29952,8.23E-13,
125965,8.22E-13,
90522,8.19E-13,
84141,8.19E-13,
25925,8.19E-13,
259173,8.18E-13,
64718,8.17E-13,
81532,8.17E-13,
728340,8.17E-13,
57664,8.16E-13,
4481,8.16E-13,
51655,8.14E-13,
23361,8.14E-13,
387104,8.13E-13,
54657,8.11E-13,
199223,8.11E-13,
254042,8.10E-13,
4482,8.10E-13,
100151684,8.09E-13,
100151683,8.09E-13,
4050,8.07E-13,
25766,8.06E-13,
65983,8.06E-13,
145389,8.06E-13,
5010,8.06E-13,
200523,8.05E-13,
283685,8.04E-13,
6941,8.03E-13,
3906,8.02E-13,
8340,8.02E-13,
28954,8.01E-13,
54916,8.00E-13,
3200,7.99E-13,
127396,7.98E-13,
56154,7.98E-13,
124056,7.97E-13,
9173,7.97E-13,
1184,7.97E-13,
113263,7.97E-13,
81850,7.97E-13,
124359,7.97E-13,
1088,7.96E-13,
10803,7.94E-13,
357,7.94E-13,
340152,7.94E-13,
84245,7.89E-13,
56955,7.89E-13,
219287,7.89E-13,
114991,7.88E-13,
151011,7.87E-13,
9806,7.87E-13,
10473,7.85E-13,
57547,7.85E-13,
148254,7.85E-13,
55659,7.84E-13,
3779,7.84E-13,
149420,7.84E-13,
374899,7.83E-13,
728113,7.82E-13,
135152,7.81E-13,
140679,7.81E-13,
2701,7.79E-13,
5672,7.79E-13,
137902,7.76E-13,
1297,7.76E-13,
2204,7.75E-13,
199745,7.73E-13,
2712,7.73E-13,
112970,7.72E-13,
440435,7.72E-13,
105,7.71E-13,
168537,7.71E-13,
342132,7.71E-13,
286301,7.69E-13,
26577,7.68E-13,
8702,7.68E-13,
375298,7.68E-13,
154664,7.68E-13,
50651,7.67E-13,
10509,7.67E-13,
349136,7.67E-13,
117245,7.66E-13,
5178,7.65E-13,
399694,7.65E-13,
100133763,7.65E-13,
962,7.65E-13,
112840,7.64E-13,
79022,7.60E-13,
56951,7.59E-13,
140606,7.59E-13,
50859,7.58E-13,
607,7.57E-13,
30811,7.56E-13,
10942,7.56E-13,
55609,7.55E-13,
158219,7.55E-13,
389015,7.54E-13,
7062,7.53E-13,
9552,7.52E-13,
751867,7.51E-13,
56300,7.49E-13,
79642,7.49E-13,
91050,7.48E-13,
3218,7.48E-13,
1504,7.47E-13,
80704,7.47E-13,
54467,7.46E-13,
4675,7.46E-13,
9728,7.45E-13,
286006,7.45E-13,
89845,7.45E-13,
3697,7.44E-13,
7543,7.43E-13,
113178,7.42E-13,
8269,7.41E-13,
7044,7.40E-13,
2674,7.40E-13,
51168,7.40E-13,
9797,7.40E-13,
3003,7.39E-13,
203076,7.37E-13,
55074,7.36E-13,
79081,7.36E-13,
65990,7.36E-13,
81932,7.34E-13,
6751,7.34E-13,
25956,7.34E-13,
26827,7.33E-13,
147791,7.33E-13,
26017,7.32E-13,
170961,7.31E-13,
8338,7.30E-13,
440603,7.30E-13,
27121,7.29E-13,
92304,7.27E-13,
554235,7.27E-13,
277,7.26E-13,
79074,7.22E-13,
57536,7.21E-13,
64006,7.21E-13,
8395,7.20E-13,
8490,7.20E-13,
7032,7.20E-13,
2815,7.19E-13,
51131,7.18E-13,
117,7.17E-13,
496,7.17E-13,
169981,7.15E-13,
113655,7.15E-13,
26872,7.12E-13,
115399,7.11E-13,
339210,7.09E-13,
79845,7.09E-13,
7633,7.08E-13,
631,7.08E-13,
6447,7.08E-13,
440138,7.07E-13,
51440,7.07E-13,
8869,7.06E-13,
155038,7.06E-13,
374393,7.04E-13,
29087,7.04E-13,
1414,7.02E-13,
9310,7.01E-13,
4247,7.00E-13,
6450,6.99E-13,
256364,6.98E-13,
4958,6.97E-13,
3060,6.96E-13,
4063,6.95E-13,
80745,6.95E-13,
100131816,6.93E-13,
8193,6.91E-13,
3908,6.89E-13,
54830,6.88E-13,
126308,6.88E-13,
1582,6.87E-13,
84279,6.87E-13,
256302,6.86E-13,
219293,6.86E-13,
8438,6.86E-13,
114800,6.85E-13,
9478,6.85E-13,
26108,6.85E-13,
9868,6.82E-13,
257062,6.82E-13,
93349,6.81E-13,
64850,6.81E-13,
643314,6.81E-13,
116211,6.80E-13,
343637,6.79E-13,
3890,6.78E-13,
255426,6.77E-13,
4808,6.76E-13,
552,6.76E-13,
553,6.76E-13,
83998,6.75E-13,
90161,6.74E-13,
115353,6.74E-13,
50650,6.74E-13,
29094,6.73E-13,
200931,6.73E-13,
132014,6.72E-13,
2827,6.72E-13,
6066,6.72E-13,
340578,6.71E-13,
85007,6.69E-13,
84162,6.69E-13,
54437,6.68E-13,
127687,6.68E-13,
25948,6.68E-13,
1009,6.67E-13,
7107,6.66E-13,
51016,6.65E-13,
389856,6.65E-13,
92285,6.64E-13,
401152,6.63E-13,
9534,6.63E-13,
653689,6.62E-13,
8809,6.62E-13,
4201,6.61E-13,
3892,6.60E-13,
253935,6.60E-13,
33,6.59E-13,
124930,6.58E-13,
80154,6.58E-13,
387332,6.57E-13,
84276,6.57E-13,
1823,6.56E-13,
84418,6.56E-13,
90121,6.53E-13,
84787,6.52E-13,
1346,6.52E-13,
170712,6.52E-13,
201725,6.52E-13,
192666,6.51E-13,
50865,6.51E-13,
1675,6.51E-13,
64897,6.49E-13,
51333,6.49E-13,
116159,6.49E-13,
7033,6.49E-13,
3111,6.48E-13,
91523,6.48E-13,
376132,6.48E-13,
1101,6.47E-13,
201965,6.46E-13,
29991,6.45E-13,
51372,6.45E-13,
9751,6.45E-13,
79879,6.44E-13,
375035,6.44E-13,
167826,6.43E-13,
23096,6.43E-13,
1534,6.42E-13,
7700,6.41E-13,
10599,6.40E-13,
795,6.40E-13,
55260,6.40E-13,
9514,6.40E-13,
9120,6.37E-13,
6940,6.36E-13,
552889,6.36E-13,
348013,6.35E-13,
5279,6.34E-13,
347902,6.34E-13,
282049,6.34E-13,
93659,6.33E-13,
10793,6.32E-13,
26871,6.31E-13,
7274,6.31E-13,
150082,6.31E-13,
8608,6.31E-13,
9899,6.31E-13,
387914,6.28E-13,
3578,6.27E-13,
132949,6.27E-13,
146852,6.26E-13,
23194,6.26E-13,
645683,6.26E-13,
9034,6.25E-13,
286451,6.24E-13,
284904,6.24E-13,
81706,6.22E-13,
84674,6.21E-13,
89932,6.20E-13,
84752,6.19E-13,
145957,6.19E-13,
338376,6.19E-13,
8807,6.17E-13,
64283,6.17E-13,
283337,6.17E-13,
126208,6.17E-13,
339451,6.16E-13,
109731405,6.16E-13,
283232,6.15E-13,
9654,6.14E-13,
115677,6.13E-13,
123103,6.13E-13,
113444,6.13E-13,
56942,6.13E-13,
28955,6.12E-13,
169522,6.12E-13,
23231,6.11E-13,
2814,6.10E-13,
55187,6.09E-13,
6754,6.07E-13,
670,6.07E-13,
9674,6.07E-13,
54675,6.06E-13,
6911,6.05E-13,
117154,6.05E-13,
51241,6.04E-13,
3975,6.02E-13,
439996,6.01E-13,
100529067,6.01E-13,
79774,6.01E-13,
8348,6.00E-13,
8637,6.00E-13,
374768,6.00E-13,
9762,5.97E-13,
54905,5.97E-13,
7620,5.93E-13,
89822,5.93E-13,
1830,5.93E-13,
23658,5.92E-13,
129138,5.92E-13,
53838,5.92E-13,
348303,5.89E-13,
122961,5.89E-13,
5697,5.88E-13,
55672,5.86E-13,
388743,5.86E-13,
8427,5.85E-13,
79603,5.85E-13,
389336,5.83E-13,
5818,5.81E-13,
3535,5.81E-13,
65124,5.81E-13,
116447,5.80E-13,
27295,5.79E-13,
434,5.78E-13,
140838,5.78E-13,
282974,5.78E-13,
11024,5.78E-13,
6707,5.77E-13,
27013,5.77E-13,
23026,5.76E-13,
285346,5.75E-13,
83473,5.74E-13,
26582,5.73E-13,
387867,5.73E-13,
147945,5.72E-13,
84690,5.70E-13,
22993,5.69E-13,
386618,5.69E-13,
51115,5.69E-13,
91351,5.68E-13,
128872,5.67E-13,
90249,5.67E-13,
23324,5.67E-13,
56995,5.65E-13,
3451,5.65E-13,
5260,5.63E-13,
7221,5.62E-13,
85445,5.62E-13,
79958,5.62E-13,
55322,5.61E-13,
116328,5.60E-13,
116362,5.60E-13,
85481,5.60E-13,
150275,5.57E-13,
83895,5.57E-13,
10227,5.56E-13,
9315,5.55E-13,
257240,5.55E-13,
441212,5.55E-13,
64779,5.55E-13,
6953,5.54E-13,
85457,5.54E-13,
732,5.51E-13,
9752,5.50E-13,
9468,5.50E-13,
9249,5.48E-13,
283933,5.46E-13,
388611,5.45E-13,
10597,5.44E-13,
3886,5.44E-13,
388774,5.43E-13,
9885,5.43E-13,
6334,5.42E-13,
80760,5.42E-13,
3543,5.42E-13,
494143,5.42E-13,
4947,5.41E-13,
199720,5.39E-13,
155006,5.38E-13,
57514,5.38E-13,
9437,5.38E-13,
1506,5.38E-13,
3882,5.37E-13,
136051,5.37E-13,
83707,5.37E-13,
10879,5.36E-13,
100130892,5.36E-13,
102288414,5.35E-13,
344148,5.35E-13,
55852,5.34E-13,
159686,5.33E-13,
94120,5.33E-13,
81894,5.33E-13,
340542,5.31E-13,
134637,5.31E-13,
51298,5.29E-13,
375260,5.28E-13,
55608,5.27E-13,
149297,5.27E-13,
80315,5.26E-13,
26157,5.26E-13,
29906,5.24E-13,
7104,5.24E-13,
158809,5.21E-13,
132160,5.21E-13,
9172,5.20E-13,
117579,5.20E-13,
55582,5.19E-13,
57636,5.19E-13,
9703,5.19E-13,
57507,5.18E-13,
11247,5.17E-13,
342574,5.17E-13,
64743,5.16E-13,
653781,5.15E-13,
64137,5.15E-13,
84996,5.14E-13,
84063,5.14E-13,
10930,5.14E-13,
115294,5.12E-13,
58527,5.12E-13,
79153,5.12E-13,
91522,5.11E-13,
10129,5.10E-13,
10809,5.10E-13,
139231,5.09E-13,
79776,5.09E-13,
56033,5.08E-13,
92822,5.08E-13,
51267,5.07E-13,
283460,5.07E-13,
27090,5.07E-13,
375743,5.07E-13,
57687,5.05E-13,
139728,5.04E-13,
27036,5.03E-13,
79157,5.02E-13,
157638,5.02E-13,
54856,5.02E-13,
9937,5.01E-13,
55974,5.01E-13,
285782,5.01E-13,
28971,5.01E-13,
5540,5.00E-13,
55615,5.00E-13,
4016,5.00E-13,
100130932,5.00E-13,
4439,5.00E-13,
10158,5.00E-13,
203062,4.99E-13,
132430,4.99E-13,
85438,4.99E-13,
159296,4.98E-13,
3503,4.98E-13,
79745,4.98E-13,
25806,4.98E-13,
9580,4.97E-13,
2595,4.96E-13,
6328,4.96E-13,
144348,4.95E-13,
27293,4.95E-13,
84873,4.94E-13,
204962,4.93E-13,
51186,4.92E-13,
9143,4.92E-13,
651,4.92E-13,
4948,4.91E-13,
11272,4.91E-13,
55502,4.91E-13,
54923,4.91E-13,
389524,4.90E-13,
342667,4.90E-13,
1593,4.90E-13,
729857,4.89E-13,
1777,4.89E-13,
344658,4.89E-13,
30850,4.88E-13,
123688,4.87E-13,
3136,4.87E-13,
2953,4.87E-13,
64860,4.86E-13,
11022,4.86E-13,
137695,4.86E-13,
56948,4.85E-13,
23254,4.84E-13,
50861,4.84E-13,
25840,4.84E-13,
158358,4.83E-13,
653857,4.83E-13,
84924,4.83E-13,
646,4.82E-13,
63982,4.82E-13,
4070,4.80E-13,
152663,4.79E-13,
54681,4.78E-13,
10045,4.77E-13,
57583,4.77E-13,
1082,4.76E-13,
84614,4.76E-13,
10194,4.75E-13,
54762,4.75E-13,
50700,4.74E-13,
162967,4.73E-13,
123904,4.72E-13,
644619,4.72E-13,
54976,4.70E-13,
219738,4.70E-13,
285148,4.69E-13,
29895,4.69E-13,
10512,4.69E-13,
388524,4.68E-13,
51398,4.67E-13,
6964,4.67E-13,
11126,4.66E-13,
4240,4.66E-13,
57524,4.65E-13,
203523,4.65E-13,
90332,4.65E-13,
284656,4.64E-13,
347344,4.64E-13,
343263,4.64E-13,
66004,4.64E-13,
84961,4.64E-13,
136,4.63E-13,
11010,4.63E-13,
1404,4.61E-13,
85452,4.61E-13,
27309,4.60E-13,
79034,4.59E-13,
343450,4.58E-13,
29990,4.57E-13,
84809,4.57E-13,
79798,4.56E-13,
9196,4.56E-13,
123355,4.56E-13,
81928,4.56E-13,
4685,4.55E-13,
157657,4.55E-13,
390928,4.55E-13,
283078,4.54E-13,
56172,4.54E-13,
169966,4.52E-13,
440568,4.52E-13,
256691,4.52E-13,
128553,4.51E-13,
58189,4.51E-13,
92312,4.51E-13,
83853,4.51E-13,
130535,4.50E-13,
283248,4.49E-13,
170959,4.48E-13,
25966,4.48E-13,
54441,4.48E-13,
388531,4.47E-13,
51052,4.47E-13,
79674,4.46E-13,
402569,4.46E-13,
64332,4.46E-13,
5118,4.46E-13,
1369,4.46E-13,
5994,4.45E-13,
729967,4.43E-13,
10486,4.43E-13,
79949,4.42E-13,
196410,4.41E-13,
9087,4.41E-13,
83448,4.41E-13,
5375,4.41E-13,
440590,4.41E-13,
3250,4.40E-13,
10368,4.39E-13,
2577,4.39E-13,
10850,4.38E-13,
79777,4.38E-13,
440503,4.38E-13,
51066,4.38E-13,
63977,4.36E-13,
127018,4.35E-13,
23491,4.34E-13,
11147,4.33E-13,
83747,4.32E-13,
23484,4.32E-13,
285175,4.30E-13,
9746,4.29E-13,
55342,4.29E-13,
80099,4.28E-13,
100506164,4.28E-13,
2675,4.27E-13,
84256,4.27E-13,
54914,4.26E-13,
55063,4.26E-13,
7356,4.25E-13,
4814,4.24E-13,
337974,4.24E-13,
8821,4.24E-13,
51175,4.23E-13,
57455,4.21E-13,
284338,4.20E-13,
23247,4.20E-13,
1758,4.19E-13,
51088,4.18E-13,
51233,4.18E-13,
80818,4.17E-13,
319,4.17E-13,
221491,4.17E-13,
7581,4.16E-13,
54970,4.15E-13,
51350,4.15E-13,
124935,4.15E-13,
5031,4.14E-13,
83417,4.13E-13,
84073,4.13E-13,
133584,4.12E-13,
130132,4.12E-13,
80325,4.11E-13,
5639,4.11E-13,
3898,4.11E-13,
6614,4.10E-13,
4825,4.09E-13,
148753,4.09E-13,
729362,4.09E-13,
1730,4.09E-13,
4892,4.08E-13,
10633,4.08E-13,
8329,4.06E-13,
8969,4.06E-13,
7809,4.06E-13,
51427,4.04E-13,
92369,4.04E-13,
55769,4.03E-13,
114826,4.03E-13,
338707,4.02E-13,
54991,4.02E-13,
729852,4.01E-13,
6349,4.00E-13,
154661,3.99E-13,
100529063,3.98E-13,
374879,3.98E-13,
493753,3.98E-13,
4112,3.98E-13,
57512,3.97E-13,
8460,3.95E-13,
11181,3.94E-13,
54058,3.94E-13,
26022,3.94E-13,
6362,3.94E-13,
6361,3.94E-13,
84709,3.93E-13,
1087,3.93E-13,
162494,3.92E-13,
388228,3.91E-13,
93129,3.91E-13,
54952,3.90E-13,
153478,3.90E-13,
51309,3.90E-13,
4009,3.89E-13,
391004,3.89E-13,
23550,3.89E-13,
8382,3.89E-13,
5649,3.89E-13,
9332,3.88E-13,
55808,3.88E-13,
6618,3.88E-13,
57184,3.87E-13,
83449,3.87E-13,
3754,3.86E-13,
79411,3.86E-13,
50509,3.86E-13,
91151,3.86E-13,
84163,3.86E-13,
64118,3.85E-13,
7743,3.85E-13,
283455,3.85E-13,
340075,3.84E-13,
55281,3.84E-13,
84553,3.83E-13,
201475,3.82E-13,
26153,3.82E-13,
3346,3.81E-13,
79048,3.81E-13,
79789,3.81E-13,
8822,3.80E-13,
55282,3.80E-13,
8824,3.80E-13,
29999,3.79E-13,
84929,3.79E-13,
27039,3.78E-13,
56063,3.78E-13,
9058,3.78E-13,
352999,3.77E-13,
116236,3.77E-13,
26835,3.76E-13,
7621,3.76E-13,
51301,3.75E-13,
56944,3.75E-13,
83442,3.74E-13,
6529,3.74E-13,
148413,3.74E-13,
1774,3.73E-13,
115861,3.72E-13,
30813,3.72E-13,
146923,3.71E-13,
6295,3.71E-13,
8859,3.71E-13,
4062,3.71E-13,
84218,3.70E-13,
51348,3.69E-13,
57135,3.68E-13,
221786,3.68E-13,
80714,3.68E-13,
113179,3.68E-13,
203569,3.68E-13,
28318,3.67E-13,
129446,3.67E-13,
3773,3.66E-13,
163259,3.66E-13,
112464,3.65E-13,
55184,3.65E-13,
339669,3.65E-13,
55205,3.65E-13,
220594,3.65E-13,
8690,3.64E-13,
5620,3.64E-13,
100505879,3.63E-13,
26236,3.63E-13,
55788,3.62E-13,
57633,3.62E-13,
83714,3.62E-13,
55086,3.62E-13,
81563,3.62E-13,
26499,3.60E-13,
132321,3.60E-13,
3291,3.60E-13,
5732,3.59E-13,
285242,3.59E-13,
91373,3.59E-13,
23174,3.58E-13,
28916,3.58E-13,
7553,3.58E-13,
125061,3.58E-13,
83861,3.57E-13,
54866,3.57E-13,
55365,3.57E-13,
10308,3.57E-13,
63923,3.56E-13,
389840,3.55E-13,
23676,3.54E-13,
404665,3.54E-13,
8447,3.54E-13,
151531,3.53E-13,
51136,3.52E-13,
92737,3.52E-13,
170394,3.52E-13,
118490,3.52E-13,
105372481,3.50E-13,
8698,3.50E-13,
113828,3.50E-13,
155060,3.49E-13,
10741,3.49E-13,
169792,3.49E-13,
4185,3.48E-13,
55225,3.48E-13,
2709,3.47E-13,
220004,3.47E-13,
642843,3.46E-13,
441518,3.46E-13,
93099,3.45E-13,
26831,3.45E-13,
56673,3.45E-13,
9764,3.44E-13,
22987,3.44E-13,
221833,3.43E-13,
11108,3.42E-13,
100294277,3.41E-13,
100294114,3.41E-13,
23150,3.41E-13,
114784,3.41E-13,
28834,3.40E-13,
23578,3.40E-13,
144193,3.40E-13,
9057,3.39E-13,
84191,3.38E-13,
196383,3.38E-13,
9563,3.38E-13,
124044,3.38E-13,
51232,3.37E-13,
150681,3.37E-13,
144715,3.37E-13,
6053,3.37E-13,
3972,3.37E-13,
84923,3.36E-13,
9535,3.35E-13,
221322,3.35E-13,
57578,3.35E-13,
222658,3.34E-13,
26148,3.34E-13,
92017,3.33E-13,
114757,3.33E-13,
115653,3.32E-13,
285943,3.32E-13,
79104,3.32E-13,
112937,3.31E-13,
4237,3.30E-13,
55259,3.30E-13,
2205,3.30E-13,
339403,3.30E-13,
129049,3.29E-13,
51725,3.29E-13,
7092,3.28E-13,
58164,3.27E-13,
8941,3.27E-13,
5179,3.26E-13,
201181,3.26E-13,
4687,3.26E-13,
6750,3.25E-13,
55160,3.25E-13,
29851,3.25E-13,
414061,3.25E-13,
115123,3.24E-13,
10178,3.24E-13,
10983,3.23E-13,
55628,3.23E-13,
6579,3.23E-13,
28577,3.22E-13,
80831,3.22E-13,
79640,3.22E-13,
4608,3.21E-13,
11062,3.21E-13,
92745,3.21E-13,
140711,3.21E-13,
1008,3.21E-13,
401115,3.20E-13,
56165,3.20E-13,
5368,3.19E-13,
10886,3.19E-13,
221472,3.19E-13,
58986,3.19E-13,
113829,3.19E-13,
441642,3.18E-13,
7638,3.18E-13,
4501,3.18E-13,
1463,3.18E-13,
160518,3.18E-13,
4345,3.17E-13,
29998,3.17E-13,
57093,3.16E-13,
90135,3.16E-13,
84057,3.16E-13,
138428,3.14E-13,
8581,3.14E-13,
114825,3.14E-13,
9104,3.14E-13,
6559,3.14E-13,
284716,3.13E-13,
54756,3.13E-13,
866,3.13E-13,
1821,3.13E-13,
28974,3.13E-13,
387357,3.12E-13,
79925,3.12E-13,
283209,3.11E-13,
5276,3.10E-13,
64744,3.09E-13,
391356,3.09E-13,
10417,3.09E-13,
64800,3.09E-13,
653247,3.09E-13,
256223,3.08E-13,
123,3.07E-13,
368,3.07E-13,
388695,3.07E-13,
64418,3.07E-13,
79057,3.05E-13,
64760,3.04E-13,
90326,3.03E-13,
8303,3.03E-13,
7582,3.02E-13,
134526,3.02E-13,
123745,3.02E-13,
54852,3.02E-13,
2696,3.02E-13,
4146,3.01E-13,
90133,3.01E-13,
65975,3.00E-13,
149076,3.00E-13,
153684,3.00E-13,
25973,2.99E-13,
374650,2.99E-13,
79137,2.97E-13,
79741,2.97E-13,
199746,2.97E-13,
326343,2.96E-13,
399670,2.95E-13,
200261,2.95E-13,
4537,2.95E-13,
100287513,2.94E-13,
2330,2.94E-13,
727910,2.94E-13,
29106,2.94E-13,
2020,2.93E-13,
51306,2.91E-13,
51316,2.91E-13,
317649,2.91E-13,
84647,2.90E-13,
8938,2.90E-13,
5790,2.90E-13,
3199,2.89E-13,
100462977,2.89E-13,
6296,2.88E-13,
55778,2.87E-13,
55702,2.87E-13,
130872,2.87E-13,
9166,2.86E-13,
127281,2.86E-13,
375248,2.85E-13,
9473,2.85E-13,
84870,2.85E-13,
100294190,2.85E-13,
731682,2.85E-13,
100294162,2.85E-13,
126823,2.84E-13,
256957,2.84E-13,
164312,2.84E-13,
163081,2.84E-13,
157285,2.84E-13,
128646,2.83E-13,
353299,2.83E-13,
4242,2.82E-13,
401563,2.82E-13,
222950,2.82E-13,
388344,2.82E-13,
90423,2.81E-13,
9210,2.81E-13,
83479,2.81E-13,
9340,2.80E-13,
9132,2.80E-13,
162394,2.80E-13,
55152,2.80E-13,
153561,2.80E-13,
132228,2.79E-13,
4858,2.79E-13,
90952,2.79E-13,
414062,2.79E-13,
333929,2.79E-13,
57623,2.79E-13,
80071,2.78E-13,
55301,2.78E-13,
57795,2.77E-13,
199731,2.77E-13,
129852,2.77E-13,
